ParentEduc_int,TestPrep_int,PracticeSport_int,WklyStudyHours_int,Gender_female,Gender_male,EthnicGroup_group A,EthnicGroup_group B,EthnicGroup_group C,EthnicGroup_group D,EthnicGroup_group E,LunchType_free/reduced,LunchType_standard,ParentMaritalStatus_divorced,ParentMaritalStatus_married,ParentMaritalStatus_single,ParentMaritalStatus_widowed,IsFirstChild_no,IsFirstChild_yes,TransportMeans_private,TransportMeans_school_bus,MathScore,ReadingScore,WritingScore
2,0,0,2,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,68,60,60
3,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,43,42,46
0,0,2,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,91,80,88
0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,49,51,40
1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,83,80,85
3,0,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,80,98,98
2,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,59,53,52
2,1,2,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,100,100,100
0,1,1,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,86,95,94
2,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,76,76,75
0,0,2,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,46,47,41
0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,68,75,66
2,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,53,54,50
0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,70,65,68
0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,34,34,29
1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,65,87,85
0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,64,58,53
2,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,72,67,58
0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,85,82,79
2,0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,75,57,62
2,0,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,71,81,79
1,0,2,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,69,74,82
1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,45,43,46
0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,53,41,40
0,0,2,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,58,51,49
0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,62,62,72
1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,51,67,69
1,0,1,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,63,72,71
1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,72,71,71
1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,52,69,63
3,1,2,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,97,86,88
2,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,69,78,68
1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,43,48,48
1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,81,94,90
1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,79,94,91
1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,69,87,89
2,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,57,65,68
2,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,39,38,28
0,0,0,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,51,48,44
2,1,2,2,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,89,84,84
0,1,2,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,41,50,55
1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,54,59,60
0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,75,70,64
2,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,81,83,84
1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,75,75,71
2,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,39,38,39
0,0,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,50,44,39
0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,66,57,53
2,0,2,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,83,64,68
0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,78,93,93
0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,52,53,47
0,0,2,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,70,71,69
2,1,1,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,76,96,93
1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,74,63,60
2,0,2,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,80,72,68
2,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,86,79,78
1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,54,62,55
2,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,74,75,72
0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,66,65,57
2,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,64,72,67
0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,60,64,57
1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,86,98,95
0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,90,88,87
1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,67,70,78
2,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,70,73,76
0,0,2,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,55,42,42
2,0,2,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,66,53,54
2,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,80,82,80
2,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,73,61,54
2,1,1,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,55,75,79
2,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,83,76,74
2,0,2,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,73,57,55
0,0,2,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,46,45,41
2,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,95,91,88
3,1,2,2,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,61,78,86
0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,56,58,56
1,1,2,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,55,57,59
0,0,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,59,65,63
0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,65,75,75
2,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,83,78,73
2,0,2,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,87,90,87
2,1,2,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,42,53,62
1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,47,54,58
2,1,2,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,71,68,69
3,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,78,75,76
0,1,2,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,54,60,65
2,0,1,2,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,93,89,84
0,1,2,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,82,68,67
0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,62,78,74
0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,82,83,85
0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,58,60,51
0,1,2,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,81,90,90
3,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,56,54,50
2,0,2,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,58,43,40
0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,72,73,65
1,1,2,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,64,74,77
0,1,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,78,86,92
1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,38,43,50
2,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,54,66,61
1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,74,81,79
2,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,70,95,88
1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,32,42,45
2,0,2,2,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,75,67,65
1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,76,72,73
0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,58,63,71
0,0,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,57,70,70
1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,71,85,82
1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,77,81,76
1,0,2,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,46,53,53
1,1,2,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,64,65,63
1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,40,38,39
2,1,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,89,86,97
2,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,78,76,74
2,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,68,73,76
0,0,1,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,60,63,70
1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,34,41,47
0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,50,38,39
2,1,1,2,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,85,73,80
2,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,60,65,55
0,0,2,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,65,60,61
0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,48,53,59
2,0,1,2,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,56,58,51
0,0,2,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,73,81,77
0,0,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,51,55,56
2,0,2,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,93,95,93
0,1,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,91,90,99
2,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,53,57,55
2,0,2,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,61,79,76
1,0,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,70,57,59
0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,55,54,59
2,1,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,91,98,100
3,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,55,55,51
2,0,2,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,77,74,70
0,0,0,2,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,61,60,55
2,0,2,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,97,90,86
3,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,73,74,78
1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,84,76,89
0,0,2,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,54,70,65
1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,79,79,75
1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,69,62,54
0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,78,77,80
1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,39,46,51
0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,68,73,66
0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,39,64,55
0,0,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,69,65,68
2,0,2,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,85,90,89
2,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,88,77,70
0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,42,48,45
1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,80,88,83
0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,73,84,89
1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,70,80,84
0,1,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,65,85,78
1,0,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,69,79,77
1,0,1,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,84,95,94
2,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,75,69,67
1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,77,81,77
2,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,65,71,77
0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,76,72,68
1,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,44,42,41
1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,60,49,47
2,0,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,48,49,51
0,0,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,43,40,42
0,0,0,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,66,69,62
2,0,2,2,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,78,81,87
3,0,1,2,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,59,65,67
2,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,69,67,65
2,0,1,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,94,93,97
2,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,66,76,80
2,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,52,52,50
1,0,1,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,96,98,99
2,0,2,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,87,86,82
0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,83,88,88
2,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,64,71,78
2,0,1,2,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,56,70,64
1,0,2,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,65,63,59
2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,51,50,50
0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,75,84,84
1,0,2,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,70,76,71
2,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,63,70,73
0,1,2,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,46,65,63
0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,70,66,65
2,0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,86,79,78
1,0,0,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,61,77,71
2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,45,62,60
1,0,1,2,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,52,43,40
0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,68,67,57
0,0,2,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,63,69,60
3,0,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,70,65,72
2,0,2,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,79,88,93
1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,59,70,71
1,0,1,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,64,57,57
1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,48,64,68
2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,44,42,38
2,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,84,78,82
1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,64,59,63
0,1,0,2,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,74,72,69
2,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,68,77,80
0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,68,64,68
1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,76,75,69
0,1,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,66,63,59
2,1,2,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,90,99,98
0,0,2,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,58,43,44
0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,73,83,80
2,0,2,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,75,71,74
2,0,2,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,70,78,83
0,0,2,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,72,84,75
1,0,2,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,97,95,93
1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,81,98,92
0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,58,50,55
3,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,60,65,60
3,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,78,74,77
0,0,2,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,46,47,42
0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,65,73,66
1,0,2,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,65,58,61
3,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,63,82,81
1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,90,73,78
1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,60,74,75
1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,78,94,88
0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,64,68,67
2,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,75,86,83
2,0,1,2,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,76,75,68
1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,80,84,81
1,0,1,2,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,61,66,70
2,0,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,51,65,68
1,0,2,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,43,51,53
0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,80,74,82
1,0,2,2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,88,77,71
2,0,2,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,66,57,59
0,0,1,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,77,76,78
2,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,64,65,73
0,1,2,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,60,75,78
0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,66,74,71
1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,42,49,54
0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,61,61,57
0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,88,93,84
2,0,2,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,76,69,76
2,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,70,65,58
1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,59,68,71
1,0,2,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,64,73,71
2,1,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,64,72,77
1,1,2,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,64,66,74
0,0,2,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,87,84,82
3,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,52,46,48
2,1,2,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,75,75,78
0,1,2,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,83,74,76
2,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,66,66,61
0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,65,79,81
0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,65,60,62
1,1,2,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,64,68,66
1,0,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,68,74,74
0,1,2,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,65,77,70
1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,72,79,79
0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,64,56,54
0,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,55,71,65
2,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,91,79,77
1,0,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,60,77,71
0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,39,42,36
1,0,2,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,45,45,36
2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,34,50,47
0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,53,66,65
1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,75,75,77
1,0,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,61,66,66
3,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,63,66,60
0,0,1,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,73,69,68
2,0,2,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,51,52,46
1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,51,53,52
1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,78,72,68
2,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,59,70,68
2,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,37,53,52
2,0,2,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,85,75,80
1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,58,66,72
2,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,68,58,59
2,0,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,50,59,52
0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,71,86,83
3,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,72,70,74
0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,43,61,52
3,0,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,89,84,86
0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,74,82,82
2,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,71,71,73
1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,77,74,76
2,0,2,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,99,97,97
1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,69,81,75
1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,70,64,60
1,0,2,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,89,75,75
1,1,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,73,91,92
2,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,67,62,60
